step 0, batch loss 1.868, 0.01 iters/s
step 26753, batch loss 1.212, 1.74 iters/s
step 26754, batch loss 0.744, 1.74 iters/s
step 26755, batch loss 2.419, 1.74 iters/s
step 26756, batch loss 1.218, 1.74 iters/s
step 26757, batch loss 0.609, 1.74 iters/s
step 26758, batch loss 1.93, 1.74 iters/s
step 26759, batch loss 1.124, 1.74 iters/s
step 26760, batch loss 1.512, 1.74 iters/s
step 26761, batch loss 1.835, 1.74 iters/s
step 26762, batch loss 1.305, 1.74 iters/s
step 26763, batch loss 1.593, 1.74 iters/s
step 26764, batch loss 1.668, 1.74 iters/s
step 26765, batch loss 0.898, 1.74 iters/s
step 26766, batch loss 1.77, 1.74 iters/s
step 26767, batch loss 0.924, 1.74 iters/s
step 26768, batch loss 0.987, 1.74 iters/s
step 26769, batch loss 1.935, 1.74 iters/s
step 26770, batch loss 1.517, 1.74 iters/s
step 26771, batch loss 1.594, 1.74 iters/s
step 26772, batch loss 1.63, 1.74 iters/s
step 26773, batch loss 1.99, 1.75 iters/s
step 26774, batch loss 1.535, 1.74 iters/s
step 26775, batch loss 2.17, 1.74 iters/s
step 26776, batch loss 1.875, 1.74 iters/s
step 26777, batch loss 1.953, 1.74 iters/s
step 26778, batch loss 0.68, 1.74 iters/s
step 26779, batch loss 1.799, 1.74 iters/s
step 26780, batch loss 1.769, 1.74 iters/s
step 26781, batch loss 0.644, 1.74 iters/s
step 26782, batch loss 1.675, 1.75 iters/s
step 26783, batch loss 1.02, 1.75 iters/s
step 26784, batch loss 1.743, 1.74 iters/s
step 26785, batch loss 1.948, 1.74 iters/s
step 26786, batch loss 0.948, 1.74 iters/s
step 26787, batch loss 1.25, 1.74 iters/s
step 26788, batch loss 0.705, 1.74 iters/s
step 26789, batch loss 1.215, 1.74 iters/s
step 26790, batch loss 1.174, 1.74 iters/s
step 26791, batch loss 1.503, 1.74 iters/s
step 26792, batch loss 1.719, 1.74 iters/s
step 26793, batch loss 0.891, 1.74 iters/s
step 26794, batch loss 1.663, 1.74 iters/s
step 26795, batch loss 1.392, 1.74 iters/s
step 26796, batch loss 1.829, 1.74 iters/s
step 26797, batch loss 1.683, 1.74 iters/s
step 26798, batch loss 1.021, 1.74 iters/s
step 26799, batch loss 0.415, 1.74 iters/s
step 26800, batch loss 1.074, 1.74 iters/s
step 26801, batch loss 1.926, 1.74 iters/s
step 26802, batch loss 1.753, 1.74 iters/s
step 26803, batch loss 1.453, 1.74 iters/s
step 26804, batch loss 1.438, 1.75 iters/s
step 26805, batch loss 1.239, 1.74 iters/s
step 26806, batch loss 1.071, 1.74 iters/s
step 26807, batch loss 1.83, 1.74 iters/s
step 26808, batch loss 2.21, 1.74 iters/s
step 26809, batch loss 0.556, 1.74 iters/s
step 26810, batch loss 1.451, 1.74 iters/s
step 26811, batch loss 1.132, 1.74 iters/s
step 26812, batch loss 0.993, 1.74 iters/s
step 26813, batch loss 1.71, 1.74 iters/s
step 26814, batch loss 1.406, 1.74 iters/s
step 26815, batch loss 1.313, 1.74 iters/s
step 26816, batch loss 1.002, 1.74 iters/s
step 26817, batch loss 1.966, 1.74 iters/s
step 26818, batch loss 1.465, 1.74 iters/s
step 26819, batch loss 1.758, 1.74 iters/s
step 26820, batch loss 1.587, 1.74 iters/s
step 26821, batch loss 0.918, 1.74 iters/s
step 26822, batch loss 1.679, 1.74 iters/s
step 26823, batch loss 1.103, 1.74 iters/s
step 26824, batch loss 1.366, 1.74 iters/s
step 26825, batch loss 1.287, 1.74 iters/s
step 26826, batch loss 1.294, 1.74 iters/s
step 26827, batch loss 0.459, 1.74 iters/s
step 26828, batch loss 0.899, 1.74 iters/s
step 26829, batch loss 0.976, 1.75 iters/s
step 26830, batch loss 1.105, 1.74 iters/s
step 26831, batch loss 1.802, 1.74 iters/s
step 26832, batch loss 1.506, 1.74 iters/s
step 26833, batch loss 1.894, 1.74 iters/s
step 26834, batch loss 1.284, 1.74 iters/s
step 26835, batch loss 0.904, 1.75 iters/s
step 26836, batch loss 1.418, 1.74 iters/s
step 26837, batch loss 0.988, 1.74 iters/s
step 26838, batch loss 1.683, 1.74 iters/s
step 26839, batch loss 1.303, 1.74 iters/s
step 26840, batch loss 1.122, 1.74 iters/s
step 26841, batch loss 1.651, 1.74 iters/s
step 26842, batch loss 1.129, 1.74 iters/s
step 26843, batch loss 1.329, 1.75 iters/s
step 26844, batch loss 0.815, 1.74 iters/s
step 26845, batch loss 0.862, 1.74 iters/s
step 26846, batch loss 1.288, 1.74 iters/s
step 26847, batch loss 1.231, 1.74 iters/s
step 26848, batch loss 1.533, 1.74 iters/s
step 26849, batch loss 0.799, 1.74 iters/s
step 26850, batch loss 1.129, 1.74 iters/s
step 26851, batch loss 0.439, 1.74 iters/s
step 26852, batch loss 1.676, 1.74 iters/s
step 26853, batch loss 1.17, 1.74 iters/s
step 26854, batch loss 1.818, 1.74 iters/s
step 26855, batch loss 1.159, 1.74 iters/s
step 26856, batch loss 1.654, 1.74 iters/s
step 26857, batch loss 1.734, 1.74 iters/s
step 26858, batch loss 0.451, 1.74 iters/s
step 26859, batch loss 1.836, 1.74 iters/s
step 26860, batch loss 0.606, 1.74 iters/s
step 26861, batch loss 1.428, 1.74 iters/s
step 26862, batch loss 1.517, 1.74 iters/s
step 26863, batch loss 1.028, 1.75 iters/s
step 26864, batch loss 1.3, 1.74 iters/s
step 26865, batch loss 2.01, 1.74 iters/s
step 26866, batch loss 0.883, 1.74 iters/s
step 26867, batch loss 1.697, 1.74 iters/s
step 26868, batch loss 1.425, 1.74 iters/s
step 26869, batch loss 1.624, 1.74 iters/s
step 26870, batch loss 1.552, 1.74 iters/s
step 26871, batch loss 1.568, 1.74 iters/s
step 26872, batch loss 1.173, 1.74 iters/s
step 26873, batch loss 1.004, 1.74 iters/s
step 26874, batch loss 0.842, 1.74 iters/s
step 26875, batch loss 0.919, 1.74 iters/s
step 26876, batch loss 0.547, 1.74 iters/s
step 26877, batch loss 1.084, 1.74 iters/s
step 26878, batch loss 1.85, 1.74 iters/s
step 26879, batch loss 1.965, 1.74 iters/s
step 26880, batch loss 1.468, 1.74 iters/s
step 26881, batch loss 0.943, 1.74 iters/s
step 26882, batch loss 1.317, 1.74 iters/s
step 26883, batch loss 1.766, 1.74 iters/s
step 26884, batch loss 1.032, 1.74 iters/s
step 26885, batch loss 1.951, 1.74 iters/s
step 26886, batch loss 1.233, 1.74 iters/s
step 26887, batch loss 0.738, 1.74 iters/s
step 26888, batch loss 0.534, 1.75 iters/s
step 26889, batch loss 0.936, 1.74 iters/s
step 26890, batch loss 1.255, 1.75 iters/s
step 26891, batch loss 1.294, 1.74 iters/s
step 26892, batch loss 1.912, 1.74 iters/s
step 26893, batch loss 1.341, 1.74 iters/s
step 26894, batch loss 1.75, 1.74 iters/s
step 26895, batch loss 1.675, 1.74 iters/s
step 26896, batch loss 1.093, 1.74 iters/s
step 26897, batch loss 2.713, 1.74 iters/s
step 26898, batch loss 1.218, 1.74 iters/s
step 26899, batch loss 1.117, 1.74 iters/s
step 26900, batch loss 1.326, 1.74 iters/s
step 26901, batch loss 0.865, 1.74 iters/s
step 26902, batch loss 0.836, 1.74 iters/s
step 26903, batch loss 1.947, 1.74 iters/s
step 26904, batch loss 1.736, 1.74 iters/s
step 26905, batch loss 0.896, 1.74 iters/s
step 26906, batch loss 1.383, 1.74 iters/s
step 26907, batch loss 0.492, 1.74 iters/s
step 26908, batch loss 2.075, 1.75 iters/s
step 26909, batch loss 2.15, 1.74 iters/s
step 26910, batch loss 1.042, 1.74 iters/s
step 26911, batch loss 0.595, 1.74 iters/s
step 26912, batch loss 1.031, 1.74 iters/s
step 26913, batch loss 1.579, 1.74 iters/s
step 26914, batch loss 1.972, 1.74 iters/s
step 26915, batch loss 1.799, 1.74 iters/s
step 26916, batch loss 2.417, 1.74 iters/s
step 26917, batch loss 1.213, 1.74 iters/s
step 26918, batch loss 1.717, 1.75 iters/s
step 26919, batch loss 1.614, 1.74 iters/s
step 26920, batch loss 1.364, 1.74 iters/s
step 26921, batch loss 1.033, 1.74 iters/s
step 26922, batch loss 0.944, 1.74 iters/s
step 26923, batch loss 0.742, 1.74 iters/s
step 26924, batch loss 0.663, 1.74 iters/s
step 26925, batch loss 0.826, 1.74 iters/s
step 26926, batch loss 1.29, 1.74 iters/s
step 26927, batch loss 1.685, 1.75 iters/s
step 26928, batch loss 2.042, 1.74 iters/s
step 26929, batch loss 1.922, 1.75 iters/s
step 26930, batch loss 1.786, 1.74 iters/s
step 26931, batch loss 1.26, 1.74 iters/s
step 26932, batch loss 1.733, 1.74 iters/s
step 26933, batch loss 1.614, 1.74 iters/s
step 26934, batch loss 1.808, 1.74 iters/s
step 26935, batch loss 1.857, 1.75 iters/s
step 26936, batch loss 1.844, 1.74 iters/s
step 26937, batch loss 1.721, 1.74 iters/s
step 26938, batch loss 1.338, 1.74 iters/s
step 26939, batch loss 1.997, 1.74 iters/s
step 26940, batch loss 1.744, 1.74 iters/s
step 26941, batch loss 0.988, 1.74 iters/s
step 26942, batch loss 1.859, 1.74 iters/s
step 26943, batch loss 1.396, 1.74 iters/s
step 26944, batch loss 1.789, 1.74 iters/s
step 26945, batch loss 0.656, 1.74 iters/s
step 26946, batch loss 0.458, 1.74 iters/s
step 26947, batch loss 1.753, 1.74 iters/s
step 26948, batch loss 1.819, 1.74 iters/s
step 26949, batch loss 1.641, 1.74 iters/s
step 26950, batch loss 1.691, 1.74 iters/s
step 26951, batch loss 1.442, 1.74 iters/s
step 26952, batch loss 1.566, 1.75 iters/s
step 26953, batch loss 1.328, 1.74 iters/s
step 26954, batch loss 0.745, 1.74 iters/s
step 26955, batch loss 0.512, 1.74 iters/s
step 26956, batch loss 1.716, 1.74 iters/s
step 26957, batch loss 1.672, 1.74 iters/s
step 26958, batch loss 1.679, 1.74 iters/s
step 26959, batch loss 1.031, 1.74 iters/s
step 26960, batch loss 0.747, 1.74 iters/s
step 26961, batch loss 1.131, 1.74 iters/s
step 26962, batch loss 1.112, 1.74 iters/s
step 26963, batch loss 0.88, 1.74 iters/s
step 26964, batch loss 1.407, 1.74 iters/s
step 26965, batch loss 1.34, 1.74 iters/s
step 26966, batch loss 0.662, 1.74 iters/s
step 26967, batch loss 2.089, 1.74 iters/s
step 26968, batch loss 0.939, 1.74 iters/s
step 26969, batch loss 0.491, 1.74 iters/s
step 26970, batch loss 1.994, 1.74 iters/s
step 26971, batch loss 1.624, 1.74 iters/s
step 26972, batch loss 1.882, 1.74 iters/s
step 26973, batch loss 0.399, 1.74 iters/s
step 26974, batch loss 1.91, 1.74 iters/s
step 26975, batch loss 0.527, 1.74 iters/s
step 26976, batch loss 1.531, 1.74 iters/s
step 26977, batch loss 0.657, 1.74 iters/s
step 26978, batch loss 0.868, 1.74 iters/s
step 26979, batch loss 1.166, 1.74 iters/s
step 26980, batch loss 2.285, 1.74 iters/s
step 26981, batch loss 1.304, 1.74 iters/s
step 26982, batch loss 2.317, 1.74 iters/s
step 26983, batch loss 2.05, 1.74 iters/s
step 26984, batch loss 1.882, 1.75 iters/s
step 26985, batch loss 0.578, 1.74 iters/s
step 26986, batch loss 1.173, 1.74 iters/s
step 26987, batch loss 1.001, 1.74 iters/s
step 26988, batch loss 1.347, 1.74 iters/s
step 26989, batch loss 1.001, 1.74 iters/s
step 26990, batch loss 1.464, 1.74 iters/s
step 26991, batch loss 1.489, 1.74 iters/s
step 26992, batch loss 1.198, 1.74 iters/s
step 26993, batch loss 1.461, 1.74 iters/s
step 26994, batch loss 0.848, 1.74 iters/s
step 26995, batch loss 1.232, 1.74 iters/s
step 26996, batch loss 1.913, 1.74 iters/s
step 26997, batch loss 1.51, 1.74 iters/s
step 26998, batch loss 0.858, 1.74 iters/s
step 26999, batch loss 0.811, 1.74 iters/s
step 27000, batch loss 1.41, 1.74 iters/s
step 27001, batch loss 1.243, 1.75 iters/s
step 27002, batch loss 1.163, 1.74 iters/s
step 27003, batch loss 0.619, 1.74 iters/s
step 27004, batch loss 2.12, 1.74 iters/s
step 27005, batch loss 0.702, 1.74 iters/s
step 27006, batch loss 1.179, 1.74 iters/s
step 27007, batch loss 1.79, 1.74 iters/s
step 27008, batch loss 1.878, 1.74 iters/s
step 27009, batch loss 2.413, 1.74 iters/s
step 27010, batch loss 0.809, 1.74 iters/s
step 27011, batch loss 1.609, 1.74 iters/s
step 27012, batch loss 1.727, 1.74 iters/s
step 27013, batch loss 1.555, 1.74 iters/s
step 27014, batch loss 0.788, 1.74 iters/s
step 27015, batch loss 0.344, 1.74 iters/s
step 27016, batch loss 1.66, 1.74 iters/s
step 27017, batch loss 1.347, 1.74 iters/s
step 27018, batch loss 1.48, 1.74 iters/s
step 27019, batch loss 0.508, 1.74 iters/s
step 27020, batch loss 1.718, 1.74 iters/s
step 27021, batch loss 1.946, 1.74 iters/s
step 27022, batch loss 1.245, 1.74 iters/s
step 27023, batch loss 1.362, 1.74 iters/s
step 27024, batch loss 1.366, 1.74 iters/s
step 27025, batch loss 0.907, 1.74 iters/s
step 27026, batch loss 1.488, 1.74 iters/s
step 27027, batch loss 1.817, 1.74 iters/s
step 27028, batch loss 1.091, 1.74 iters/s
step 27029, batch loss 0.616, 1.74 iters/s
step 27030, batch loss 1.509, 1.74 iters/s
step 27031, batch loss 1.528, 1.74 iters/s
step 27032, batch loss 0.921, 1.74 iters/s
step 27033, batch loss 0.949, 1.74 iters/s
step 27034, batch loss 0.824, 1.74 iters/s
step 27035, batch loss 1.3, 1.74 iters/s
step 27036, batch loss 2.262, 1.74 iters/s
step 27037, batch loss 1.454, 1.74 iters/s
step 27038, batch loss 0.463, 1.74 iters/s
step 27039, batch loss 1.899, 1.74 iters/s
step 27040, batch loss 1.522, 1.74 iters/s
step 27041, batch loss 1.36, 1.74 iters/s
step 27042, batch loss 1.829, 1.74 iters/s
step 27043, batch loss 0.835, 1.74 iters/s
step 27044, batch loss 0.692, 1.74 iters/s
step 27045, batch loss 1.414, 1.75 iters/s
step 27046, batch loss 2.227, 1.74 iters/s
step 27047, batch loss 0.756, 1.75 iters/s
step 27048, batch loss 1.829, 1.74 iters/s
step 27049, batch loss 1.001, 1.75 iters/s
step 27050, batch loss 1.229, 1.74 iters/s
step 27051, batch loss 1.392, 1.74 iters/s
step 27052, batch loss 0.6, 1.74 iters/s
step 27053, batch loss 1.193, 1.74 iters/s
step 27054, batch loss 0.784, 1.74 iters/s
step 27055, batch loss 1.347, 1.74 iters/s
step 27056, batch loss 2.062, 1.74 iters/s
step 27057, batch loss 2.153, 1.74 iters/s
step 27058, batch loss 1.349, 1.74 iters/s
step 27059, batch loss 1.207, 1.74 iters/s
step 27060, batch loss 0.529, 1.74 iters/s
step 27061, batch loss 1.636, 1.74 iters/s
step 27062, batch loss 1.187, 1.74 iters/s
step 27063, batch loss 1.71, 1.74 iters/s
step 27064, batch loss 1.151, 1.74 iters/s
step 27065, batch loss 1.215, 1.74 iters/s
step 27066, batch loss 1.842, 1.74 iters/s
step 27067, batch loss 1.263, 1.74 iters/s
step 27068, batch loss 0.991, 1.74 iters/s
step 27069, batch loss 0.992, 1.75 iters/s
step 27070, batch loss 1.279, 1.74 iters/s
step 27071, batch loss 1.976, 1.75 iters/s
step 27072, batch loss 1.796, 1.74 iters/s
step 27073, batch loss 1.994, 1.74 iters/s
step 27074, batch loss 1.911, 1.74 iters/s
step 27075, batch loss 1.729, 1.74 iters/s
step 27076, batch loss 0.478, 1.74 iters/s
step 27077, batch loss 1.576, 1.73 iters/s
step 27078, batch loss 1.16, 1.74 iters/s
step 27079, batch loss 0.804, 1.75 iters/s
step 27080, batch loss 1.179, 1.74 iters/s
step 27081, batch loss 2.098, 1.74 iters/s
step 27082, batch loss 1.952, 1.74 iters/s
step 27083, batch loss 0.496, 1.74 iters/s
step 27084, batch loss 2.031, 1.74 iters/s
step 27085, batch loss 2.336, 1.74 iters/s
step 27086, batch loss 1.228, 1.74 iters/s
step 27087, batch loss 1.019, 1.74 iters/s
step 27088, batch loss 1.328, 1.74 iters/s
step 27089, batch loss 1.523, 1.74 iters/s
step 27090, batch loss 0.667, 1.74 iters/s
step 27091, batch loss 2.124, 1.74 iters/s
step 27092, batch loss 1.013, 1.74 iters/s
step 27093, batch loss 1.355, 1.74 iters/s
step 27094, batch loss 0.869, 1.74 iters/s
step 27095, batch loss 1.714, 1.74 iters/s
step 27096, batch loss 0.634, 1.74 iters/s
step 27097, batch loss 1.97, 1.74 iters/s
step 27098, batch loss 0.862, 1.74 iters/s
step 27099, batch loss 1.479, 1.74 iters/s
step 27100, batch loss 0.909, 1.74 iters/s
step 27101, batch loss 1.352, 1.74 iters/s
step 27102, batch loss 2.118, 1.74 iters/s
step 27103, batch loss 1.074, 1.74 iters/s
step 27104, batch loss 1.524, 1.74 iters/s
step 27105, batch loss 1.278, 1.74 iters/s
step 27106, batch loss 0.649, 1.74 iters/s
step 27107, batch loss 2.126, 1.74 iters/s
step 27108, batch loss 2.099, 1.74 iters/s
step 27109, batch loss 0.708, 1.74 iters/s
step 27110, batch loss 1.23, 1.74 iters/s
step 27111, batch loss 1.567, 1.74 iters/s
step 27112, batch loss 1.589, 1.74 iters/s
step 27113, batch loss 0.765, 1.74 iters/s
step 27114, batch loss 1.274, 1.74 iters/s
step 27115, batch loss 0.654, 1.74 iters/s
step 27116, batch loss 0.956, 1.74 iters/s
step 27117, batch loss 1.581, 1.75 iters/s
step 27118, batch loss 0.453, 1.74 iters/s
step 27119, batch loss 1.807, 1.74 iters/s
step 27120, batch loss 1.181, 1.74 iters/s
step 27121, batch loss 1.088, 1.74 iters/s
step 27122, batch loss 1.02, 1.74 iters/s
step 27123, batch loss 0.907, 1.74 iters/s
step 27124, batch loss 1.733, 1.74 iters/s
step 27125, batch loss 1.218, 1.74 iters/s
step 27126, batch loss 2.314, 1.74 iters/s
step 27127, batch loss 1.676, 1.74 iters/s
step 27128, batch loss 1.209, 1.74 iters/s
step 27129, batch loss 1.421, 1.74 iters/s
step 27130, batch loss 1.861, 1.74 iters/s
step 27131, batch loss 1.147, 1.74 iters/s
step 27132, batch loss 1.838, 1.74 iters/s
step 27133, batch loss 1.427, 1.74 iters/s
step 27134, batch loss 1.605, 1.74 iters/s
step 27135, batch loss 0.546, 1.74 iters/s
step 27136, batch loss 1.41, 1.74 iters/s
step 27137, batch loss 0.764, 1.74 iters/s
step 27138, batch loss 1.458, 1.74 iters/s
step 27139, batch loss 1.583, 1.74 iters/s
step 27140, batch loss 1.664, 1.74 iters/s
step 27141, batch loss 0.901, 1.74 iters/s
step 27142, batch loss 1.532, 1.74 iters/s
step 27143, batch loss 1.559, 1.74 iters/s
step 27144, batch loss 1.065, 1.74 iters/s
step 27145, batch loss 1.771, 1.74 iters/s
step 27146, batch loss 1.297, 1.74 iters/s
step 27147, batch loss 1.85, 1.74 iters/s
step 27148, batch loss 1.434, 1.74 iters/s
step 27149, batch loss 1.138, 1.74 iters/s
step 27150, batch loss 1.307, 1.74 iters/s
step 27151, batch loss 1.264, 1.75 iters/s
step 27152, batch loss 1.032, 1.74 iters/s
step 27153, batch loss 1.414, 1.74 iters/s
step 27154, batch loss 1.577, 1.74 iters/s
step 27155, batch loss 1.056, 1.74 iters/s
step 27156, batch loss 1.784, 1.74 iters/s
step 27157, batch loss 1.604, 1.74 iters/s
step 27158, batch loss 1.682, 1.74 iters/s
step 27159, batch loss 1.26, 1.74 iters/s
step 27160, batch loss 0.966, 1.74 iters/s
step 27161, batch loss 1.356, 1.74 iters/s
step 27162, batch loss 1.487, 1.74 iters/s
step 27163, batch loss 0.908, 1.74 iters/s
step 27164, batch loss 1.573, 1.74 iters/s
step 27165, batch loss 0.999, 1.74 iters/s
step 27166, batch loss 1.321, 1.74 iters/s
step 27167, batch loss 1.698, 1.74 iters/s
step 27168, batch loss 0.818, 1.74 iters/s
step 27169, batch loss 1.362, 1.74 iters/s
step 27170, batch loss 1.351, 1.74 iters/s
step 27171, batch loss 1.924, 1.74 iters/s
step 27172, batch loss 1.869, 1.74 iters/s
step 27173, batch loss 0.944, 1.74 iters/s
step 27174, batch loss 2.25, 1.74 iters/s
step 27175, batch loss 1.207, 1.74 iters/s
step 27176, batch loss 1.211, 1.74 iters/s
step 27177, batch loss 0.562, 1.74 iters/s
step 27178, batch loss 0.807, 1.74 iters/s
step 27179, batch loss 1.807, 1.74 iters/s
step 27180, batch loss 1.741, 1.74 iters/s
step 27181, batch loss 1.137, 1.74 iters/s
step 27182, batch loss 1.645, 1.74 iters/s
step 27183, batch loss 1.469, 1.74 iters/s
step 27184, batch loss 1.466, 1.74 iters/s
step 27185, batch loss 0.438, 1.74 iters/s
step 27186, batch loss 1.186, 1.74 iters/s
step 27187, batch loss 1.585, 1.74 iters/s
step 27188, batch loss 1.517, 1.74 iters/s
step 27189, batch loss 1.401, 1.74 iters/s
step 27190, batch loss 0.98, 1.74 iters/s
step 27191, batch loss 1.164, 1.74 iters/s
step 27192, batch loss 1.404, 1.74 iters/s
step 27193, batch loss 1.106, 1.74 iters/s
step 27194, batch loss 0.247, 1.74 iters/s
step 27195, batch loss 1.164, 1.74 iters/s
step 27196, batch loss 1.927, 1.74 iters/s
step 27197, batch loss 1.887, 1.74 iters/s
step 27198, batch loss 2.109, 1.74 iters/s
step 27199, batch loss 1.248, 1.74 iters/s
step 27200, batch loss 1.65, 1.74 iters/s
step 27201, batch loss 1.489, 1.74 iters/s
step 27202, batch loss 1.604, 1.74 iters/s
step 27203, batch loss 1.109, 1.74 iters/s
step 27204, batch loss 1.203, 1.74 iters/s
step 27205, batch loss 0.794, 1.74 iters/s
step 27206, batch loss 2.528, 1.74 iters/s
step 27207, batch loss 0.909, 1.74 iters/s
step 27208, batch loss 1.429, 1.74 iters/s
step 27209, batch loss 1.811, 1.74 iters/s
step 27210, batch loss 1.574, 1.74 iters/s
step 27211, batch loss 1.174, 1.74 iters/s
step 27212, batch loss 1.479, 1.74 iters/s
step 27213, batch loss 1.145, 1.74 iters/s
step 27214, batch loss 0.916, 1.74 iters/s
step 27215, batch loss 0.835, 1.74 iters/s
step 27216, batch loss 1.441, 1.74 iters/s
step 27217, batch loss 0.947, 1.74 iters/s
step 27218, batch loss 1.606, 1.74 iters/s
step 27219, batch loss 1.434, 1.74 iters/s
step 27220, batch loss 1.327, 1.74 iters/s
step 27221, batch loss 1.314, 1.74 iters/s
step 27222, batch loss 0.821, 1.75 iters/s
step 27223, batch loss 0.691, 1.74 iters/s
step 27224, batch loss 1.599, 1.74 iters/s
step 27225, batch loss 1.15, 1.74 iters/s
step 27226, batch loss 1.831, 1.74 iters/s
step 27227, batch loss 1.281, 1.74 iters/s
step 27228, batch loss 2.295, 1.74 iters/s
step 27229, batch loss 1.296, 1.74 iters/s
step 27230, batch loss 1.632, 1.75 iters/s
step 27231, batch loss 1.054, 1.74 iters/s
step 27232, batch loss 0.957, 1.74 iters/s
step 27233, batch loss 1.394, 1.74 iters/s
step 27234, batch loss 1.29, 1.74 iters/s
step 27235, batch loss 1.619, 1.74 iters/s
step 27236, batch loss 1.677, 1.74 iters/s
step 27237, batch loss 1.312, 1.74 iters/s
step 27238, batch loss 1.429, 1.74 iters/s
step 27239, batch loss 1.244, 1.74 iters/s
step 27240, batch loss 1.081, 1.74 iters/s
step 27241, batch loss 1.145, 1.74 iters/s
step 27242, batch loss 1.355, 1.74 iters/s
step 27243, batch loss 1.455, 1.74 iters/s
step 27244, batch loss 1.178, 1.74 iters/s
step 27245, batch loss 1.056, 1.74 iters/s
step 27246, batch loss 1.012, 1.74 iters/s
step 27247, batch loss 1.844, 1.74 iters/s
step 27248, batch loss 0.617, 1.74 iters/s
step 27249, batch loss 1.865, 1.74 iters/s
step 27250, batch loss 1.996, 1.74 iters/s
step 27251, batch loss 1.657, 1.74 iters/s
step 27252, batch loss 0.888, 1.74 iters/s
step 27253, batch loss 0.953, 1.74 iters/s
step 27254, batch loss 1.099, 1.75 iters/s
step 27255, batch loss 0.956, 1.74 iters/s
step 27256, batch loss 1.632, 1.74 iters/s
step 27257, batch loss 1.823, 1.74 iters/s
step 27258, batch loss 1.691, 1.74 iters/s
step 27259, batch loss 1.104, 1.74 iters/s
step 27260, batch loss 1.064, 1.74 iters/s
step 27261, batch loss 1.306, 1.74 iters/s
step 27262, batch loss 1.545, 1.74 iters/s
step 27263, batch loss 1.135, 1.74 iters/s
step 27264, batch loss 1.819, 1.74 iters/s
step 27265, batch loss 1.775, 1.74 iters/s
step 27266, batch loss 1.392, 1.74 iters/s
step 27267, batch loss 1.465, 1.74 iters/s
step 27268, batch loss 1.583, 1.74 iters/s
step 27269, batch loss 1.602, 1.74 iters/s
step 27270, batch loss 0.759, 1.74 iters/s
step 27271, batch loss 1.108, 1.74 iters/s
step 27272, batch loss 0.968, 1.74 iters/s
step 27273, batch loss 1.376, 1.74 iters/s
step 27274, batch loss 0.632, 1.74 iters/s
step 27275, batch loss 1.27, 1.74 iters/s
step 27276, batch loss 1.005, 1.74 iters/s
step 27277, batch loss 1.386, 1.74 iters/s
step 27278, batch loss 0.946, 1.74 iters/s
step 27279, batch loss 0.704, 1.74 iters/s
step 27280, batch loss 1.497, 1.74 iters/s
step 27281, batch loss 1.283, 1.74 iters/s
step 27282, batch loss 1.752, 1.74 iters/s
step 27283, batch loss 1.972, 1.74 iters/s
step 27284, batch loss 1.815, 1.74 iters/s
step 27285, batch loss 0.789, 1.74 iters/s
step 27286, batch loss 2.027, 1.74 iters/s
step 27287, batch loss 1.853, 1.74 iters/s
step 27288, batch loss 1.853, 1.74 iters/s
step 27289, batch loss 0.862, 1.74 iters/s
step 27290, batch loss 1.633, 1.74 iters/s
step 27291, batch loss 1.754, 1.74 iters/s
step 27292, batch loss 1.702, 1.74 iters/s
step 27293, batch loss 2.027, 1.74 iters/s
step 27294, batch loss 1.621, 1.74 iters/s
step 27295, batch loss 1.171, 1.74 iters/s
step 27296, batch loss 1.83, 1.74 iters/s
step 27297, batch loss 1.656, 1.74 iters/s
step 27298, batch loss 1.622, 1.74 iters/s
step 27299, batch loss 2.181, 1.74 iters/s
step 27300, batch loss 1.516, 1.74 iters/s
step 27301, batch loss 1.232, 1.74 iters/s
step 27302, batch loss 1.697, 1.74 iters/s
step 27303, batch loss 0.956, 1.74 iters/s
step 27304, batch loss 2.001, 1.74 iters/s
step 27305, batch loss 1.614, 1.74 iters/s
step 27306, batch loss 1.793, 1.74 iters/s
step 27307, batch loss 2.247, 1.74 iters/s
step 27308, batch loss 1.563, 1.74 iters/s
step 27309, batch loss 1.35, 1.74 iters/s
step 27310, batch loss 1.825, 1.74 iters/s
step 27311, batch loss 1.604, 1.74 iters/s
step 27312, batch loss 1.265, 1.74 iters/s
step 27313, batch loss 1.021, 1.74 iters/s
step 27314, batch loss 1.779, 1.74 iters/s
step 27315, batch loss 1.78, 1.74 iters/s
step 27316, batch loss 1.093, 1.74 iters/s
step 27317, batch loss 1.931, 1.74 iters/s
step 27318, batch loss 1.311, 1.75 iters/s
step 27319, batch loss 1.46, 1.74 iters/s
step 27320, batch loss 1.591, 1.74 iters/s
step 27321, batch loss 1.255, 1.74 iters/s
step 27322, batch loss 0.763, 1.74 iters/s
step 27323, batch loss 0.903, 1.74 iters/s
step 27324, batch loss 0.588, 1.74 iters/s
step 27325, batch loss 2.144, 1.75 iters/s
step 27326, batch loss 1.827, 1.74 iters/s
step 27327, batch loss 1.413, 1.75 iters/s
step 27328, batch loss 1.522, 1.74 iters/s
step 27329, batch loss 0.758, 1.74 iters/s
step 27330, batch loss 1.995, 1.74 iters/s
step 27331, batch loss 1.762, 1.74 iters/s
step 27332, batch loss 0.502, 1.74 iters/s
step 27333, batch loss 2.286, 1.75 iters/s
step 27334, batch loss 1.753, 1.74 iters/s
